,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1002,24,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.2727272727272727
1,2003,26,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.18181818181818182
2,3009,26,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.18181818181818182
3,4013,27,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.18181818181818182
4,5020,27,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.18181818181818182
5,6026,27,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.18181818181818182
6,7029,29,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.2727272727272727
7,8034,29,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.2727272727272727
8,9038,29,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.2727272727272727
9,10040,30,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.3333333333333333
10,11057,31,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.3333333333333333
11,12066,32,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.3076923076923077
12,13069,33,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.3076923076923077
13,14069,33,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078
14,15075,35,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.21428571428571427
15,16077,35,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.21428571428571427
16,17100,36,0.2,0.2,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666
17,18112,36,0.26666666666666666,0.2,0.06666666666666667,0.2,0.06666666666666667,0.2
18,19131,36,0.2,0.2,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666
19,20007,36,0.2,0.2,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666
