,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1005,19,0.2,0.1,0.1,0.4,0.1,0.1
1,2010,19,0.2,0.1,0.1,0.4,0.1,0.1
2,3014,19,0.3,0.1,0.1,0.3,0.1,0.1
3,4016,19,0.3,0.1,0.1,0.3,0.1,0.1
4,5020,19,0.3,0.1,0.1,0.3,0.1,0.1
5,6027,19,0.3,0.1,0.1,0.3,0.1,0.1
6,7030,19,0.3,0.1,0.1,0.3,0.1,0.1
7,8031,20,0.3,0.1,0.1,0.3,0.1,0.1
8,9038,20,0.3,0.1,0.1,0.3,0.1,0.1
9,10045,21,0.3,0.1,0.1,0.3,0.1,0.1
10,11063,21,0.3,0.1,0.1,0.3,0.1,0.1
11,12067,21,0.3,0.1,0.1,0.3,0.1,0.1
12,13080,22,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182
13,14083,22,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182
14,15102,22,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182
15,16107,22,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182
16,17122,24,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182
17,18141,26,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182
18,19146,27,0.16666666666666666,0.25,0.08333333333333333,0.25,0.08333333333333333,0.16666666666666666
19,20164,27,0.16666666666666666,0.25,0.08333333333333333,0.25,0.08333333333333333,0.16666666666666666
20,21180,28,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.3076923076923077
21,22203,28,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.3076923076923077
22,23226,29,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.3076923076923077
23,24246,29,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.2857142857142857
24,25268,30,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
25,26272,31,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.2857142857142857
26,27295,31,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.2857142857142857
27,28314,32,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.2857142857142857
28,29336,32,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.2857142857142857
29,30341,33,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.2857142857142857
30,31365,34,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
31,32368,35,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
32,33370,36,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
33,34370,36,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
34,35372,36,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
35,36395,36,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
36,37448,36,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
37,38456,36,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
38,39460,36,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
39,40491,36,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.14285714285714285
40,41521,38,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.07142857142857142
41,42521,38,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.14285714285714285
42,43529,38,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.14285714285714285
43,44533,38,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.14285714285714285
44,45540,39,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.21428571428571427
45,46545,40,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.21428571428571427
46,47553,41,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285
47,48561,41,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285
48,49568,41,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285
49,50023,42,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.14285714285714285
