,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1003,21,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091
1,2009,23,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666
2,3012,23,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666
3,4017,23,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666
4,5022,23,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333
5,6025,25,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693
6,7028,27,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142
7,8030,27,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142
8,9034,28,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142
9,10036,28,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142
10,11047,29,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142
11,12064,30,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.07142857142857142
12,13079,30,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142
13,14097,32,0.13333333333333333,0.26666666666666666,0.2,0.06666666666666667,0.26666666666666666,0.06666666666666667
14,15118,32,0.13333333333333333,0.26666666666666666,0.2,0.06666666666666667,0.26666666666666666,0.06666666666666667
15,16140,32,0.13333333333333333,0.26666666666666666,0.2,0.06666666666666667,0.26666666666666666,0.06666666666666667
16,17159,32,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667
17,18176,34,0.2,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667
18,19192,35,0.2,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667
19,20213,35,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667
20,21234,36,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667
21,22250,37,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667
22,23271,37,0.2,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667
23,24294,37,0.2,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667
24,25314,37,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667
25,26334,37,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667
26,27353,37,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667
27,28371,40,0.25,0.1875,0.125,0.0625,0.3125,0.0625
28,29396,40,0.25,0.1875,0.1875,0.0625,0.25,0.0625
29,30416,40,0.25,0.1875,0.1875,0.0625,0.25,0.0625
30,31442,40,0.25,0.1875,0.1875,0.0625,0.25,0.0625
31,32469,42,0.2,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.2
32,33474,43,0.2,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.2
33,34483,43,0.2,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.2
34,35492,43,0.2,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.2
35,36506,45,0.13333333333333333,0.13333333333333333,0.2,0.06666666666666667,0.26666666666666666,0.2
36,37518,45,0.2,0.13333333333333333,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
37,38538,45,0.2,0.13333333333333333,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
38,39551,45,0.2,0.13333333333333333,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
39,40559,47,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
40,41571,47,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.13333333333333333
41,42582,49,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.13333333333333333
42,43594,50,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.13333333333333333
43,44602,52,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.13333333333333333
44,45609,53,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
45,46618,53,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
46,47624,53,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
47,48635,53,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
48,49646,54,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
49,50010,54,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333
